Business name,Capabilities narrative,Capabilities statement link,Active SBA certifications,Contact person's name,Contact person's email,Address line 1,Address line 2,City,State,Zipcode,Primary NAICS code,All NAICS codes,“Small” NAICS codes
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/WX6UNH24Z9L1/8ULN1"", ""OC ENVIRONMENTAL SERVICES LLC"" )",,,8(a),NATALIE CALE,ncale@ounalashka.com,745 W 4TH AVE,STE 500,ANCHORAGE,Alaska,99501,562910,"541620, 561730, 562112, 562910","541620, 561730, 562112, 562910"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/JAKCUY9YS6Y3/7S9Z8"", ""KIRA INFORMATION SERVICES LLC"" )","We are Tribally Owned small business and dedicated to providing first-rate IT services and can meet all of your consulting and management needs. We offer custom computer programming, computer systems design, computer facilities management, and cyber security services. We provide state of the art service delivery and we also partner with large companies who have established themselves as leaders in their respective fields",https://thtbc.com/,8(a),RICHARD RINEHART,rinehart@thtbc.com,1150 ACADEMY PARK LOOP STE 230-N1,,COLORADO SPRINGS,Colorado,80910,541519,"541330, 541511, 541512, 541513, 541519, 541611, 561210","541330, 541511, 541512, 541513, 541519, 541611, 561210"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/CPG3VH45H3E6/7RTV1"", ""TOTAL PROPERTY SERVICES LLC"" )","Total Property Services is a full service general contractor and low voltage electrical company. We service commercial and residential clients doing construction, remodeling, fire alarm systems, CCTV, access control, landscape construction, low voltage electrical, pre-engineered steel erection, snow plowing and removal, deicing, fiber splicing and pulling (both utility and private), fiber certification. TPS services customers in Washington and beyond from our office centrally located in Tacoma, WA.",,8(a),DOUG HORNER,doug@TotalPropertyServices.us,2111 S 90TH ST STE 101,,TACOMA,Washington,98444,561730,"221310, 237130, 237310, 238110, 238140, 238190, 238210, 238220, 238350, 238990, 423390, 561612, 561621, 561730, 561790, 812930","221310, 237130, 237310, 238110, 238140, 238190, 238210, 238220, 238350, 238990, 423390, 561612, 561621, 561730, 561790, 812930"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/VLYYCCM49KC3/11MT2"", ""AHTNA-ARCADIS 8(A) JV, LLC"" )",,,8(a) JV,TAYLOR MCCART,tmccart@ahtna.net,333 S HOPE ST STE C200,,LOS ANGELES,California,90071,541620,"237110, 541611, 541620, 562119, 562910","237110, 541611, 541620, 562119, 562910"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/GYYGGJCXP6D5/9GNZ7"", ""BRICE INTEGRATED LLC"" )","Brice Integrated focuses on performing programs and projects related to environmental remediation; compliance; hazardous materials management; sustainment, restoration and modernization (SRM) services; engineering; design/build construction services; and remote construction logistics, We specialize in self-performing logistically complex projects using 200+ in-house environmental, engineering, and construction staff. Brice Integrated is capable of self-performing all phases of a project included planning, design, field execution, remedial construction, reporting, and management. Brice Integrated’s portfolio of work reaches across CONUS and OCONUS locations including remote Alaska and the Pacific Islands.",,8(a),JAMIE OAKLEY,Joakley@briceintegrated.com,3700 CENTERPOINT DR STE 8224,,ANCHORAGE,Alaska,99503,562910,"212321, 221310, 236210, 236220, 237110, 237120, 237130, 237310, 237990, 238160, 238190, 238210, 483111, 483113, 483211, 488210, 517810, 541330, 541611, 541620, 541690, 541715, 561210, 562111, 562112, 562119, 562211, 562213, 562910","212321, 221310, 236210, 236220, 237110, 237120, 237130, 237310, 237990, 238160, 238190, 238210, 483111, 483113, 483211, 488210, 517810, 541330, 541611, 541620, 541690, 541715, 561210, 562111, 562112, 562119, 562211, 562213, 562910"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/YQ31ZQKNGLH6/53TH6"", ""CAYUSE TECHNOLOGIES, LLC"" )","Cayuse Technologies provides 24/7 mission support worldwide.  The majority of awards are a result of a consultative approach, ability to assemble a best in class team and provide a credible solution within funding limits. Cayuse Technologies offers a diverse set of business lines, workforces, and project credentials that have benefited clients in 50 states, 4 U.S. territories, and 19 countries. Capabilities include:  Managed IT Services, Inbound & Outbound Contact Center, L1-3 Tech Support Desk, System & Data Migration/Integration, Legacy Migration, Devops & Agile Methodologies, Agile Coaching and Training, UAS / UAV, Training & Instructional Design, S/W & H/W Testing & Validation, Medical Support Staffing, VTC, Admin Services, Procurement, Logistics, Social Media, Podcast Support, Cleared Construction Escorts, Fuel, Intelligence Support Services, Linguist, Security Assessments, Watch Center Support.",,"8(a), HUBZone",JONAS MOSES-CONNER,jonas.moses@cayusegov.com,72632 COYOTE RD,,PENDLETON,Oregon,97801,541511,"221310, 221320, 236220, 238160, 238210, 238220, 314999, 325992, 325998, 332311, 333310, 333921, 334111, 334118, 334290, 334519, 335210, 339940, 339992, 423430, 423450, 517111, 541330, 541370, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541620, 541690, 541715, 541990, 561110, 561210, 561330, 561410, 561421, 561422, 561621, 562910, 611430, 611519","221310, 221320, 236220, 314999, 325992, 325998, 332311, 333310, 333921, 334111, 334118, 334290, 334519, 335210, 339940, 339992, 423430, 423450, 517111, 541330, 541511, 541512, 541513, 541519, 541715, 561210, 561330, 562910, 611519"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/CRK6FLKB8CL7/8AN49"", ""AEROSTAR ENVIRONMENTAL AND CONSTRUCTION LLC"" )","Aerostar Environmental and Construction is a professional environmental engineering firm dedicated to providing cost-effective and sustainable solutions for government and private industry’s environmental consulting, remediation, and construction needs.",,8(a),JOHN MORRISON,dmorrison@bbch-llc.com,111 W 16TH AVE,STE 422,ANCHORAGE,Alaska,99501,562910,"115112, 237110, 237990, 541330, 541360, 541370, 541380, 541611, 541620, 541690, 541720, 541990, 561210, 561730, 562112, 562211, 562910, 811310","115112, 237110, 237990, 541330, 541360, 541370, 541380, 541611, 541620, 541690, 541720, 541990, 561210, 561730, 562112, 562211, 562910, 811310"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/N9D3Y2SNVL23/595J3"", ""WBK ENGINEERING LLC"" )","WBK Engineering LLC, a Tribally-owned super 8(a) firm, offers comprehensive services in civil and environmental engineering. Our expertise includes flood studies, bridge design, hydraulic design, and traffic management plans. We provide utility coordination, municipal services, and zoning administration. Our environmental capabilities encompass wetland delineations, floristic studies, and NPDES permitting. We excel in construction management, project budgeting, and public outreach, ensuring quality assurance and compliance across all projects. As a super 8(a), we can receive sole-source awards up to $100M.",https://www.wbkengineering.com/our-expertise,8(a),GREG CHISMARK,gchismark@wbkengineering.com,116 W MAIN ST,STE 201,SAINT CHARLES,Illinois,60174,541330,"236210, 236220, 238210, 334220, 518210, 541310, 541320, 541330, 541340, 541410, 541511, 541512, 541513, 541611, 541613, 541614, 541618, 541620, 541690, 541720, 541840, 541990, 561110, 561210, 561990","236210, 236220, 238210, 334220, 518210, 541310, 541320, 541330, 541340, 541410, 541511, 541512, 541513, 541611, 541613, 541614, 541618, 541620, 541690, 541720, 541840, 541990, 561110, 561210, 561990"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/GLLLDCNHQNN6/8PM29"", ""BFA CONTRACTING, INC."" )",,,"8(a), WOSB",ALISSA LOATMAN,accounting@bfacontracting.com,7254 GOLDEN WINGS RD,UNIT 7,JACKSONVILLE,Florida,32244,236220,"236210, 236220, 237110, 237120, 237130, 238130, 238160, 238190, 238210, 238220, 238330, 238910","236210, 236220, 237110, 237120, 237130, 238130, 238160, 238190, 238210, 238220, 238330, 238910"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/FQTUVW72KT98/987C2"", ""INAHARBOR LLC"" )",,,8(a) JV,JOHNNY MOLINA,jmolina@inaharbor.com,4600 KING DUNCAN RD,,ALEXANDRIA,Virginia,22312,561320,"512191, 512290, 513210, 516210, 517111, 517112, 517121, 517410, 517810, 518210, 519290, 541330, 541430, 541490, 541511, 541512, 541519, 541611, 541613, 541614, 541618, 541690, 541715, 541990, 561320, 561621, 561990, 611420, 611710","512191, 512290, 513210, 516210, 517111, 517112, 517121, 517410, 517810, 518210, 519290, 541330, 541430, 541490, 541511, 541512, 541519, 541611, 541613, 541614, 541618, 541690, 541715, 541990, 561320, 561621, 561990, 611420, 611710"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/LATETAUF84E7/96AR2"", ""CHENEGA GOVERNMENT MISSION SOLUTIONS, LLC"" )","Chenega Government Mission Solutions, LLC (CGMS) is a SBA-Certified 8(a) Small Disadvantaged Business and an ISO 9001- 2015 registered company providing information technology, professional services, and program management support to the U.S. Federal Civilian Agencies and Department of Defense.",,8(a),KEVIN RIGOTTI,kevin.rigotti@chenega.com,609 INDEPENDENCE PARKWAY,STE 210,CHESAPEAKE,Virginia,23320,541990,"423430, 488510, 541219, 541330, 541430, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541690, 541715, 541990, 561110, 561210, 561320, 561492, 561990, 621111, 621112, 621310, 621330, 621399, 624110, 624190","423430, 488510, 541219, 541330, 541430, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541690, 541715, 541990, 561110, 561210, 561320, 561492, 561990, 621111, 621112, 621310, 621330, 621399, 624110, 624190"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/YN3KSHRHEMM1/8W7Z6"", ""CHENEGA SERVICES & FEDERAL SOLUTIONS, LLC"" )","Chenega Services & Federal Solutions (CSFS) is an 8(a), SDB and wholly-owned subsidiary of the Chenega Corporation, an Alaska Native Corporation (ANC). CSFS provides information technology, professional services, and program management support to the U.S. Federal Civilian Agencies and Department of Defense.",,8(a),DAVID PADDOCK,david.paddock@chenega.com,609 INDEPENDENCE PARKWAY,SUITE 210,CHESAPEAKE,Virginia,23320,541612,"517111, 517112, 517121, 519290, 541219, 541330, 541430, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541714, 541715, 541990, 561110, 561210, 561492, 561990, 611430, 624190","517111, 517112, 517121, 519290, 541219, 541330, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541714, 541715, 541990, 561210, 561492, 561990, 611430, 624190"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/C2E5QMAJH6V5/93T27"", ""ASTRAEUS OPERATIONS, LLC"" )","Astraeus Operations (AO)- A Chenega Company is an 8(a) certified Alaska Native Corporation (ANC), that provides federal agencies trusted insights in Mission Support, Administrative Solutions, Information Technology, Cybersecurity, Engineering, and Training. We hold a Top Secret Facility Clearance and are eligible for directed awards up to $100M from DoD and $25M from all Federal Agencies under FAR 19805-1(b)(2) 13 CFR 124.517(a).",,8(a),KRIS SINGLETON,kris.singleton@chenega.com,10505 FURNACE RD STE 205,,LORTON,Virginia,22079,611420,"236220, 333310, 334220, 334290, 493110, 493190, 517111, 517810, 518210, 532420, 541330, 541511, 541512, 541513, 541519, 541611, 541614, 541715, 541990, 561110, 561210, 561410, 561499, 561621, 611420, 611430, 611512, 611519, 611630, 611699, 611710","236220, 333310, 334220, 334290, 493110, 493190, 517111, 517810, 518210, 532420, 541330, 541511, 541512, 541513, 541519, 541611, 541614, 541715, 541990, 561110, 561210, 561410, 561499, 561621, 611420, 611430, 611512, 611519, 611630, 611699, 611710"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/WPDKWMPSKG77/6YPC4"", ""KAKE TRIBAL FUEL CORPORATION"" )","Kake Tribal Fuel Corporation is owned by an Alaska Native (Village) Corporation. We are located in the central of Southeast Alaska. WE are working to expand our foot print to the lower 48 states. Looking for teaming partners, large or small. Also looking to work with small refineries.",,8(a),ASHLEY PADGETT,ashley.padgett@kaketribalcorp.com,564 KEKU RD,,KAKE,Alaska,99830,424710,"424710, 424720","424710, 424720"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/N8QHJK2VQJN6/98X90"", ""BAKINAW-SCITECH JOINT VENTURE CORPORATION"" )","Provides scientific, engineering services, materials testing, laboratory augmentation, and RDT&E services. Provides software and systems engineering.",,8(a) JV,MARTIN TOOMAJIAN,mtoomajian@bakinaw.com,5225 E PICKARD ST,,MOUNT PLEASANT,Michigan,48858,541690,"541330, 541380, 541611, 541614, 541618, 541620, 541690, 541714, 541715, 541940, 541990, 611699, 611710","541330, 541380, 541611, 541614, 541618, 541620, 541690, 541714, 541715, 541940, 541990, 611699, 611710"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/ZB7NPX2HLFY5/8PSS6"", ""TRIBAL ONE TECHNOLOGY, LLC"" )",,,8(a),ERIK SELL,eriksell@tribal.one,3201 TREMONT ST,,NORTH BEND,Oregon,97459,541350,"236210, 236220, 237110, 238160, 238220, 238910, 238990, 531120, 541330, 541350, 541511, 541512, 541519, 541690, 561622, 561730","236210, 236220, 237110, 238160, 238220, 238910, 238990, 531120, 541330, 541350, 541511, 541512, 541519, 541690, 561622, 561730"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/GF7DZMJ7MXX1/7K8C4"", ""AHTNA LOGISTICS, LLC"" )","Specializes in creating customized logistics solutions to support the growing need for dynamic, responsive, and reliable supply chain and lifecycle management providers within the Gov't and commercial business sectors. We approach logistics management through employment of concise concepts for providing solutions to our customers. Develop options for performance success, and collaborate with our customers to determine the method that best meets their needs. Produce customized programs that target client success. Whether the goal is to manage the supply chain by pulling inventory as an end user, or pushing materials out to the field as a supplier, we ensure that the chain stays tight to prevent delays, overruns, and leaks in the revenue stream. Our emphasis on customer need attainment ensures our understanding and planning for the critical questions of providing the correct combination of time, materials, location, quantities, and costs necessary to achieve mission objectives.",,8(a),JASON MCCART,jmccart@ahtna.net,110 W 38TH AVE STE 200I,,ANCHORAGE,Alaska,99503,493190,"333310, 488190, 488991, 488999, 493110, 493190, 518210, 541330, 541512, 541513, 541611, 541614, 541618, 561110, 561210, 561612, 561990","333310, 488190, 488991, 488999, 493110, 493190, 518210, 541330, 541512, 541513, 541611, 541614, 541618, 561110, 561210, 561612, 561990"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/FNW8XMRE16B4/7PNG0"", ""KIRA CONSTRUCTION MANAGEMENT LLC"" )","We are Tribally Owned small business we provide operational support and maintenance services for marine operations. Ship Building and repairing. Harbor maintenance services, Port facility operations and food services operations for DOD and commercial services. Provide property administrative services. We provide Management Services for Large Scale Industrial/Commercial Building Construction",,8(a),RICHARD RINEHART,rinehart@thtbc.com,20700 44TH AVE W STE 2208A,,LYNNWOOD,Washington,98036,488310,"236220, 336611, 483111, 488310, 493110, 561210, 561710, 722310","236220, 336611, 483111, 488310, 493110, 561210, 561710, 722310"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/NXPNY5D53ML7/4PCJ9"", ""MEC ENERGY SERVICES LLC"" )","MEC Energy Services LLC (MES) takes pride in providing its federal clients with outstanding service and technical expertise CONUS and OCONUS. MES supports a broad array of competencies, 
with core specializations in professional staffing 
services, facilities support, and sustaining engineering. 

MEC Energy Services belongs to the Midi Enterprises 
family of companies, which is wholly owned and 
operated by the Three Affiliated Tribes.",https://acrobat.adobe.com/id/urn:aaid:sc:US:6f6317dd-bc93-40d6-9f54-9060c799b000,8(a),EDMUND WHITEBEAR,edmund.whitebear@mellc.co,3949 HIGHWAY 8,STE 110,NEW TOWN,North Dakota,58763,561311,"236220, 237120, 237990, 336413, 488190, 493110, 541330, 541511, 541519, 541611, 541614, 541620, 541690, 541990, 561110, 561210, 561311, 561320, 561330, 561720, 623990","236220, 237120, 237990, 336413, 488190, 493110, 541330, 541511, 541519, 541611, 541614, 541620, 541690, 541990, 561110, 561210, 561311, 561320, 561330, 561720, 623990"
